2022-05-18 12:04:50.971539,5.13630208
2022-05-18 12:04:51.537391,5.135785984
2022-05-18 12:04:52.035671,5.136826368
2022-05-18 12:04:52.971203,5.136510976
2022-05-18 12:04:53.853148,5.137522688
2022-05-18 12:30:01.629622,5.243600896
2022-05-18 13:00:01.678861,5.244698624
2022-05-18 13:30:01.735731,5.321510912
2022-05-18 14:00:01.789908,5.10857216
2022-05-18 14:30:01.865621,3.777536
2022-05-18 15:00:01.951374,3.779145728
2022-05-18 15:30:02.027516,3.777212416
2022-05-18 16:00:01.097690,3.77780224
2022-05-18 16:30:01.182126,3.779104768
2022-05-18 17:00:01.232315,5.023670272
2022-05-18 17:30:01.285392,5.028696064
2022-05-18 18:00:01.349748,3.773886464
2022-05-18 18:30:01.439270,3.775676416
2022-05-18 19:00:01.521651,3.774373888
2022-05-18 19:30:01.612111,3.77397248
2022-05-18 20:00:01.694858,3.775963136
2022-05-18 20:30:01.777049,3.776024576
2022-05-18 21:00:01.856772,3.775086592
2022-05-18 21:30:01.938835,3.775287296
2022-05-18 22:00:02.022793,3.773702144
2022-05-18 22:30:01.097756,3.77366528
2022-05-18 23:00:01.181642,3.774144512
2022-05-18 23:30:01.255518,3.77995264
2022-05-19 00:00:01.319463,3.951706112
2022-05-19 00:30:01.399622,4.122361856
2022-05-19 01:00:01.477724,4.126519296
2022-05-19 01:30:01.566210,4.137549824
2022-05-19 02:00:01.640667,4.137508864
2022-05-19 02:30:01.721072,4.139732992
2022-05-19 03:00:01.805042,4.138049536
2022-05-19 03:30:01.899777,4.130717696
2022-05-19 04:00:01.978457,4.127379456
2022-05-19 04:30:01.051795,4.12235776
2022-05-19 05:00:01.122605,4.116815872
2022-05-19 05:30:01.212623,4.115329024
2022-05-19 06:00:01.282128,4.114563072
2022-05-19 06:30:01.363422,4.114628608
2022-05-19 07:00:01.450000,4.11541504
2022-05-19 07:30:01.518250,4.115673088
2022-05-19 08:00:01.596215,4.113833984
2022-05-19 08:30:01.685094,4.114591744
2022-05-19 09:00:01.759671,4.115222528
2022-05-19 09:30:01.851577,4.119990272
